Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
XCV0304,30,46.667,36.667,16.667,56.667,43.333,30,20,10,52148.6,1,5500,0.823,7.85,0.738,32.33,97.67,-0.17,0.452433333,67.93248945,FALSE
XCV0345,36.667,53.333,23.333,10,56.667,43.333,13.333,10,3.333,38333.5,2,16500,0.925,5.48,0.688,60.53,71.67,-0.377,0.429166667,61.80758017,FALSE
XCV0363,16.667,36.667,26.667,23.333,63.333,36.667,26.667,20,6.667,45908.6,3,13980,0.553,5.72,0.7,37.7,87.67,-0.237,0.294443333,63.86217949,FALSE
XCV0402,16.667,36.667,33.333,3.333,43.333,56.667,43.333,33.333,10,43175.5,6.5,0,0.927,6.9,0.661,60.71,97.33,-0.867,0.535366667,67.5787728,FALSE
XCV0403,13.333,40,36.667,16.667,56.667,43.333,36.667,20,16.667,37735.1,0,5500,0.893,6.16,0.814,68.25,104,-0.173,0.327766667,67.43961353,FALSE
XCV0411,50,63.333,20,3.333,40,60,6.667,0,6.667,86421.1,-2,0,0.978,5.25,0.668,59.8,78,-0.187,0.7077,60.22304833,FALSE
XCV0414,46.667,70,33.333,3.333,53.333,46.667,20,10,10,70451.4,-0.5,0,0.739,8.83,0.55,33.39,65.33,-0.33,0.8517,65.47441629,TRUE
XCV0437,20,40,26.667,20,63.333,36.667,33.333,20,13.333,61313.1,1.5,4470,0.782,5.61,0.44,14.77,74.67,-0.413,0.3529,54.76190476,TRUE
XCV0441,50,56.667,40,6.667,73.333,26.667,16.667,16.667,0,17511.8,5,5500,0.906,9.81,0.508,54.49,69,-0.017,0.5872,59.28270042,FALSE
XCV0470,36.667,46.667,20,6.667,40,60,36.667,30,6.667,48429.2,6.5,0,0.927,10.7,0.689,69.86,39.33,-1.103,0.570033333,68.7958884,FALSE
XCV0471,23.333,40,23.333,10,56.667,43.333,26.667,23.333,3.333,42020.5,6,0,0.979,9.73,0.383,71.34,77.67,0.1,0.367033333,52.31729055,TRUE
XCV0496,40,53.333,36.667,6.667,60,40,16.667,6.667,10,62618.9,-1,1490,0.732,6.76,0.604,29.89,75.33,-0.14,0.567966667,63.58974359,FALSE
XCV0503,26.667,50,40,6.667,60,40,23.333,10,13.333,17852.3,-1.5,1490,0.816,5.61,0.724,84.67,110.67,0.043,0.29908,68.69918699,FALSE
XCV0518,26.667,63.333,20,16.667,53.333,46.667,30,6.667,23.333,26418.7,-5.5,2980,0.949,10.17,0.704,66.34,58.33,-0.49,0.320543333,66.38772664,FALSE
XCV0519,46.667,73.333,30,3.333,50,50,13.333,6.667,6.667,25621.2,0,0,0.822,8.92,0.672,52.82,78,0.043,0.588733333,64.35786436,FALSE
XCV0527,16.667,36.667,33.333,16.667,53.333,46.667,26.667,16.667,10,18214.8,1.5,4470,0.56,4.77,0.813,13.68,104,-0.27,0.210883333,58.17409766,FALSE
XCV0569,50,63.333,43.333,6.667,70,30,10,10,0,61222,3,0,0.542,5.11,0.778,61.94,98,0.797,0.438856667,68.453378,FALSE
XCV0570,23.333,60,40,3.333,60,40,30,13.333,16.667,9979.4,-1.5,0,0.61,5.78,0.777,26.2,120,0.243,0.397,62.84722222,FALSE
XCV0572,33.333,60,33.333,6.667,50,50,26.667,13.333,13.333,74005.6,-1,0,0.724,6.03,0.637,58.44,78.33,-0.507,0.715,65.95238095,TRUE
XCV0581,30,46.667,20,6.667,36.667,63.333,40,20,20,65520.9,-1,0,0.61,5.71,0.436,52,68.33,-0.907,0.627866667,55.53745928,TRUE
XCV0590,33.333,50,40,10,70,30,20,20,0,44252,5,0,0.846,9.09,0.644,70.72,101,0.507,0.544633333,70.20440252,FALSE
XCV0600,46.667,66.667,43.333,6.667,76.667,23.333,13.333,6.667,6.667,31362.1,-0.5,0,0.498,5.97,0.623,44.86,81.67,0.547,0.210623333,69.05537459,FALSE
XCV0602,26.667,56.667,26.667,3.333,53.333,46.667,33.333,16.667,16.667,27605.6,0,1490,0.822,6.51,0.699,83.56,62,-0.82,0.642033333,66.53386454,FALSE
XCV0627,53.333,66.667,43.333,3.333,66.667,33.333,16.667,10,6.667,17980.8,0.5,0,0.731,9.77,0.604,7.13,110.67,0.643,0.120783333,66.08863198,FALSE
XCV0638,33.333,60,40,13.333,73.333,26.667,16.667,10,6.667,13916.6,0.5,1490,0.731,6.16,0.531,25.46,97.67,0.517,0.3906,60.35353535,FALSE
XCV0647,33.333,43.333,50,6.667,66.667,33.333,20,16.667,3.333,31517.9,3.5,1490,0.77,5.89,0.619,62.55,136.67,0.523,0.26207,66.66666667,FALSE
XCV0657,33.333,60,30,10,56.667,43.333,33.333,20,13.333,36010.4,0.5,0,0.739,8.94,0.565,35,81.33,-0.313,0.555233333,61.49949341,TRUE
XCV0660,56.667,73.333,36.667,3.333,73.333,26.667,0,0,0,62093.8,0,0,0.971,5.81,0.81,61.94,91.33,1.017,0.5963,67.80167264,FALSE
XCV0697,20,46.667,16.667,13.333,46.667,53.333,33.333,23.333,10,59450,3,6990,0.79,9.71,0.748,22.62,52,-1.313,0.664366667,67.15063521,FALSE
XCV0719,20,43.333,46.667,6.667,76.667,23.333,6.667,6.667,0,18029.8,2,5500,0.571,10.59,0.767,32.05,152.67,1.223,0.233293333,67.48971193,FALSE
XCV0742,33.333,56.667,36.667,16.667,76.667,23.333,10,10,0,38355.2,2.5,2980,0.868,6.42,0.71,17.87,104,0.63,0.185246667,66.5719697,FALSE
XCV0747,36.667,53.333,43.333,10,63.333,36.667,13.333,13.333,0,18654.1,3.5,1490,0.666,5.35,0.691,42.61,120.33,0.54,0.329313333,66.86046512,FALSE
XCV0779,23.333,43.333,53.333,3.333,76.667,23.333,20,13.333,6.667,23841.7,2,0,0.675,8.68,0.8,47.92,153,1.063,0.495666667,65.28417819,FALSE
XCV0789,40,66.667,23.333,10,53.333,46.667,26.667,10,16.667,20446.1,-3,0,0.877,6.24,0.619,37.42,61.67,-0.343,0.561833333,59.20138889,FALSE
XCV0806,53.333,66.667,26.667,3.333,43.333,56.667,10,6.667,3.333,47576,0.5,0,0.892,6.32,0.498,51.07,58.67,-0.363,0.772166667,65.11456024,TRUE
XCV0812,16.667,50,40,3.333,60,40,26.667,10,16.667,26244.2,-2,0,0.888,5.92,0.767,60.29,130,0.227,0.13903,67.08507671,FALSE
XCV0825,33.333,53.333,30,3.333,56.667,43.333,20,20,0,66896.4,6,0,0.833,9.7,0.771,22.42,100.67,-0.073,0.376995667,66.07811664,FALSE
XCV0887,23.333,43.333,26.667,3.333,46.667,53.333,30,10,20,26848.8,-3,1490,0.883,5.61,0.781,42.66,94,-0.437,0.208343333,64.56582633,FALSE
XCV0901,30,53.333,36.667,0,73.333,26.667,13.333,6.667,6.667,33674,0,0,0.942,5.98,0.679,66.23,107.33,0.35,0.464266667,68.72427984,FALSE
XCV0907,33.333,60,46.667,6.667,70,30,20,10,10,42738.6,-1,0,0.61,8.98,0.678,11.39,149.33,0.893,0.31132,70.14061208,FALSE
XCV0923,43.333,56.667,46.667,6.667,73.333,26.667,13.333,10,3.333,40702.6,2,5500,0.69,9.09,0.712,76.61,117.33,0.76,0.6122,63.33333333,FALSE
XCV1044,53.333,70,30,0,56.667,43.333,20,20,0,30697,6,0,0.833,10.23,0.612,77.34,36.33,-0.83,0.867033333,69.45412311,FALSE
XCV1055,36.667,53.333,16.667,10,23.333,76.667,33.333,23.333,10,23106.8,2.5,0,0.978,9.87,0.327,88.27,42.33,-1.36,0.804566667,52.04402516,TRUE
XCV1082,33.333,46.667,10,10,36.667,63.333,36.667,23.333,13.333,47135,2.5,1490,0.868,5.43,0.752,77.2,35.67,-1.24,0.5018,60.76146076,FALSE
XCV1087,26.667,53.333,50,10,76.667,23.333,20,6.667,13.333,27913.6,-2,6990,0.888,5.7,0.635,8.43,133.67,0.697,0.208273333,65.234375,FALSE
XCV1107,36.667,70,33.333,3.333,50,50,26.667,13.333,13.333,17509.2,-0.5,0,0.498,9.36,0.679,47.55,81.33,-0.223,0.586433333,64.25702811,FALSE
XCV1146,50,60,46.667,0,66.667,33.333,13.333,6.667,6.667,25324,0,0,0.731,6.92,0.767,18.17,111,0.5,0.093973333,65.45698925,FALSE
XCV1203,46.667,63.333,33.333,6.667,63.333,36.667,20,10,10,66523.1,0,1490,0.731,5.28,0.691,57.94,68.67,-0.04,0.4897,64.78405316,FALSE
XCV1236,43.333,66.667,23.333,0,53.333,46.667,13.333,6.667,6.667,71755.6,0,0,0.979,9.22,0.467,80.03,52.33,-0.637,0.787833333,61.65907941,TRUE
XCV1246,33.333,43.333,30,6.667,66.667,33.333,16.667,13.333,3.333,79223.3,3,11000,0.582,9.22,0.663,95.48,91,-0.033,0.499746667,66.06397775,FALSE
XCV1264,33.333,50,30,16.667,60,40,36.667,26.667,10,24947.8,4,5500,0.852,9.78,0.723,70.05,52.33,-0.417,0.387066667,67.7037037,FALSE
XCV1298,30,50,16.667,10,43.333,56.667,16.667,6.667,10,23285.1,-1,2980,0.829,9.23,0.376,40.47,52,-0.843,0.605766667,52.02492212,TRUE
XCV1352,33.333,50,20,10,40,60,30,20,10,95749.9,2.5,0,0.571,5.84,0.71,22.21,36,-0.943,0.591033333,65.36994661,FALSE
XCV1362,20,23.333,30,10,43.333,56.667,30,26.667,3.333,51496.8,5.5,0,0.953,8.15,0.731,88.8,97.67,-0.947,0.566,68.68686869,FALSE
XCV1363,30,50,36.667,3.333,53.333,46.667,16.667,10,6.667,60204.1,0.5,0,0.731,5.65,0.689,59.38,97.67,-0.22,0.5862,64.33158202,FALSE
XCV1377,46.667,70,26.667,3.333,46.667,53.333,16.667,13.333,3.333,32864.7,2.5,0,0.974,7.95,0.759,62.2,74.67,-0.257,0.282263333,66.99889258,FALSE
XCV1417,26.667,46.667,33.333,10,60,40,13.333,6.667,6.667,40247.2,0,5500,0.892,5.06,0.784,72.55,107.33,0.34,0.346053333,66.57730116,FALSE
XCV1448,33.333,50,30,6.667,56.667,43.333,13.333,10,3.333,49642.8,1.5,0,0.96,9.1,0.666,79.85,87.67,0.19,0.34942,64.3776824,FALSE
XCV1499,33.333,53.333,30,3.333,56.667,43.333,16.667,10,6.667,16546.1,1,0,0.921,7.86,0.685,43.16,91,0.157,0.380353333,66.44444444,FALSE
XCV1571,30,50,36.667,10,66.667,33.333,23.333,13.333,10,61696.9,1,12490,0.681,7.16,0.739,48.6,94.33,0.077,0.317283333,65.42332741,FALSE
XCV1578,36.667,60,36.667,6.667,70,30,16.667,6.667,10,109297.6,-1,1490,0.629,6.01,0.78,38.99,91.33,0.087,0.561133333,64.61486714,FALSE
XCV1636,40,60,40,6.667,66.667,33.333,20,13.333,6.667,28428.2,2,1490,0.571,6.07,0.731,45.08,75.33,-0.113,0.501666667,66.40926641,FALSE
XCV1642,30,56.667,43.333,10,63.333,36.667,26.667,13.333,13.333,45937.2,-0.5,0,0.823,6.04,0.747,32.32,104.33,0.213,0.547933333,69.10377358,FALSE
XCV1676,46.667,56.667,33.333,6.667,46.667,53.333,26.667,20,6.667,60152.4,3.5,5500,0.915,5.48,0.779,32.84,78.33,-0.323,0.54677,66.72661871,FALSE
XCV1718,33.333,63.333,23.333,0,53.333,46.667,33.333,13.333,20,22233.2,-2,0,0.816,5.35,0.772,53.33,52.33,-0.76,0.392366667,65.82491582,FALSE
XCV1733,20,50,46.667,6.667,73.333,26.667,20,10,10,40803.9,0,5500,0.619,10.77,0.632,41.19,152.33,0.983,0.407583333,67.11229947,FALSE
XCV1749,50,63.333,50,3.333,73.333,26.667,6.667,3.333,3.333,61535.1,0,0,0.892,5.95,0.778,11.51,136.67,1.327,0.352833333,63.6036036,FALSE
XCV1755,30,56.667,26.667,20,70,30,20,13.333,6.667,17574.9,1,1490,0.892,6.17,0.7,28.48,71.33,0.18,0.27853,65.86826347,FALSE
XCV1775,36.667,53.333,23.333,16.667,53.333,46.667,20,13.333,6.667,95223.1,1.5,0,0.96,5.49,0.714,42.9,58.67,-0.087,0.39211,64.62816157,FALSE
XCV1788,40,60,36.667,10,56.667,43.333,23.333,10,13.333,17390.9,-2,0,0.968,6.58,0.766,41.38,101,0.19,0.464433333,62.73291925,FALSE
XCV1815,50,66.667,53.333,3.333,76.667,23.333,6.667,3.333,3.333,17257.9,0,0,0.731,6.06,0.758,5.08,111,0.873,0.357,71.39917695,FALSE
XCV1835,33.333,43.333,40,16.667,60,40,26.667,16.667,10,37519.1,1.5,2980,0.56,9.34,0.683,37.99,98,0.093,0.33658,66.38257576,FALSE
XCV1848,43.333,56.667,26.667,6.667,53.333,46.667,23.333,23.333,0,53982.7,7,0,0.965,10.09,0.52,15.67,58.67,-0.313,0.595,60.35665295,FALSE
XCV1890,33.333,53.333,20,20,63.333,36.667,26.667,23.333,3.333,47047.7,4,5500,0.79,6.05,0.776,52.61,49,-0.28,0.495433333,64.47467876,FALSE
XCV1898,46.667,56.667,43.333,10,66.667,33.333,13.333,6.667,6.667,13556.1,-0.5,1490,0.621,6.43,0.752,73.29,111,0.7,0.37506,70.25641026,FALSE
XCV1919,23.333,36.667,33.333,6.667,50,50,30,23.333,6.667,79335.3,4.5,5500,0.762,6.06,0.682,68.51,110.67,-0.397,0.43969,63.96148556,FALSE
XCV1927,30,46.667,43.333,10,63.333,36.667,23.333,13.333,10,92790,0,1490,0.823,5.21,0.844,25.92,104.33,0,0.6072,66.47376543,FALSE
XCV1978,33.333,53.333,30,6.667,56.667,43.333,20,13.333,6.667,31644.5,2,1490,0.79,5.99,0.794,59.75,75,-0.373,0.489876667,67.11864407,FALSE
XCV2000,26.667,50,36.667,13.333,63.333,36.667,16.667,6.667,10,127024,-1,4470,0.893,5.46,0.739,26.78,104,0.3,0.109223333,67.98057698,FALSE
XCV2010,56.667,70,46.667,0,70,30,13.333,10,3.333,24342.3,2,0,0.69,9.54,0.636,-1.85,114,0.85,0.098906667,65.81920904,FALSE
XCV2038,23.333,40,33.333,10,66.667,33.333,16.667,6.667,10,45769.9,-1,0,0.621,5.33,0.722,43.05,101,0.397,0.410956667,61.12469438,FALSE
XCV2059,36.667,60,36.667,3.333,70,30,16.667,13.333,3.333,151640.1,2.5,0,0.925,8.96,0.598,78.24,91.33,0.263,0.630933333,65.61075114,TRUE
XCV2063,33.333,53.333,30,6.667,53.333,46.667,23.333,20,3.333,41943.2,5,1490,0.95,6.02,0.746,41.43,68.33,-0.463,0.399966667,65.33996683,FALSE
XCV2087,43.333,56.667,43.333,3.333,73.333,26.667,16.667,13.333,3.333,33727.1,3,5500,0.582,9.7,0.7,38.49,107.67,0.277,0.144453333,69.02465166,FALSE
XCV2095,46.667,56.667,23.333,13.333,53.333,46.667,30,20,10,99296.2,1.5,1490,0.619,8.49,0.677,58.61,65,-0.107,0.3596,67.3216885,FALSE
XCV2113,60,66.667,40,0,66.667,33.333,6.667,6.667,0,49310.9,2,0,0.571,6,0.73,17.17,78.67,0.657,0.745233333,64.62882096,FALSE
XCV2123,40,56.667,33.333,6.667,50,50,30,16.667,13.333,30920,0,0,0.621,5.25,0.653,55.1,68.67,-0.327,0.544833333,66.30952381,FALSE
XCV2149,30,60,26.667,6.667,66.667,33.333,16.667,6.667,10,57021.7,-1,1490,0.629,5.98,0.672,32.94,81.33,0.043,0.366833333,65.910523,FALSE
XCV2156,43.333,63.333,30,10,56.667,43.333,23.333,10,13.333,40600.4,-2,1490,0.715,6.57,0.444,78.82,58.67,-0.293,0.6908,56.8627451,TRUE
XCV2159,26.667,36.667,26.667,6.667,43.333,56.667,6.667,3.333,3.333,23264.9,0,2980,0.631,8.49,0.711,72.13,65.33,-0.87,0.535633333,62.30529595,FALSE
XCV2177,30,50,53.333,6.667,86.667,13.333,6.667,6.667,0,55476,2,1490,0.79,10.09,0.678,51.28,162.67,1.297,0.514733333,69.16354557,FALSE
XCV2200,23.333,46.667,33.333,3.333,50,50,33.333,6.667,26.667,21788.4,-6,5500,0.75,5.34,0.729,18.19,110.67,-0.243,0.323276667,62.56410256,FALSE
XCV2212,23.333,43.333,20,13.333,56.667,43.333,26.667,13.333,13.333,44691.6,0,8480,0.731,6.51,0.676,20.56,65,-0.573,0.334593333,64.52145215,FALSE
XCV2215,46.667,66.667,50,6.667,66.667,33.333,16.667,3.333,13.333,124705.3,-3.5,0,0.979,5.56,0.676,46.54,111,0.753,0.535633333,65.17281781,FALSE
XCV2235,23.333,56.667,33.333,6.667,53.333,46.667,30,6.667,23.333,25934.5,-5,6990,0.899,5.78,0.696,39.38,75,-0.587,0.448533333,67.22222222,FALSE
XCV2255,30,56.667,23.333,13.333,66.667,33.333,16.667,13.333,3.333,37674.3,3,9970,0.797,9.83,0.671,54.09,68.33,-0.5,0.36051,68.01541426,FALSE
XCV2267,23.333,46.667,26.667,13.333,60,40,23.333,13.333,10,41263.4,1,1490,0.782,6.15,0.611,23.01,71.67,-0.217,0.396466667,63.87387387,FALSE
XCV2298,30,50,33.333,6.667,50,50,26.667,16.667,10,72689.8,1.5,1490,0.56,9.56,0.674,23.65,104,-0.037,0.383493333,65.02057613,FALSE
XCV2315,33.333,50,46.667,10,66.667,33.333,20,16.667,3.333,23840.2,3.5,0,0.77,8.87,0.547,56.84,98,0.427,0.555,60.31007752,FALSE
XCV2337,43.333,63.333,26.667,0,36.667,63.333,26.667,13.333,13.333,12860.8,0,0,0.942,7.02,0.736,49.09,81.33,-0.443,0.66292,62.14689266,FALSE
XCV2350,30,43.333,36.667,10,60,40,13.333,13.333,0,36056.7,4,1490,0.656,10.66,0.284,27.38,133,0.773,0.281606667,52.01573255,FALSE
XCV2366,13.333,36.667,26.667,10,56.667,43.333,30,26.667,3.333,28297,7,11000,0.931,5.34,0.677,114.41,68.33,-0.863,0.398633333,69.08396947,FALSE
XCV2405,40,66.667,30,3.333,66.667,33.333,10,6.667,3.333,56451.8,1,1490,0.951,8.45,0.631,39.11,71.67,-0.15,0.47528,68.3982684,FALSE
XCV2408,26.667,40,13.333,13.333,43.333,56.667,30,20,10,19698.6,2.5,1490,0.69,9.61,0.625,44.07,32.67,-1.243,0.4342,64.01515152,FALSE
XCV2415,20,40,26.667,6.667,46.667,53.333,36.667,23.333,13.333,8228.5,2.5,0,0.69,10.47,0.71,95.82,78,-0.83,0.36936,61.03286385,FALSE
XCV2421,30,50,36.667,10,53.333,46.667,16.667,6.667,10,27152.8,-1.5,1490,0.97,4.93,0.67,17.92,88,-0.173,0.346956667,63.18607764,FALSE
XCV2476,33.333,43.333,33.333,6.667,46.667,53.333,23.333,13.333,10,27154.2,0,0,0.732,9.3,0.471,35.77,104,-0.06,0.4406,57.79569892,FALSE
XCV2484,16.667,50,30,6.667,46.667,53.333,36.667,23.333,13.333,45544.3,3,2980,0.852,9.73,0.667,-6.82,97.33,-0.697,0.37968,62.84289277,FALSE
XCV2486,23.333,53.333,46.667,6.667,60,40,23.333,10,13.333,51684.5,-1.5,1490,0.888,6.4,0.753,37.58,139.67,0.513,0.3605,64.54046639,FALSE
XCV2487,43.333,53.333,46.667,0,60,40,26.667,13.333,13.333,31629.3,0,0,0.619,6.09,0.666,45.85,114.33,0.163,0.592666667,67.65350877,FALSE
XCV2517,23.333,43.333,26.667,0,40,60,40,23.333,16.667,57439.1,2,0,0.79,10.61,0.701,60.15,84.67,-1.017,0.6407,70.37712895,FALSE
XCV2519,40,53.333,43.333,10,73.333,26.667,10,6.667,3.333,28529.4,0.5,2980,0.731,6.09,0.749,20.48,117.33,0.633,0.4983,63.68352789,FALSE
XCV2529,23.333,46.667,46.667,13.333,80,20,10,6.667,3.333,16247.9,1,12490,0.782,7.84,0.7,77.1,136.67,0.8,0.511566667,68.05555556,FALSE
XCV2530,30,46.667,56.667,10,86.667,13.333,13.333,10,3.333,35654,2,5500,0.553,6.94,0.681,23.19,159.33,1.49,0.334,70.1183432,FALSE
XCV2571,36.667,56.667,46.667,13.333,73.333,26.667,13.333,13.333,0,58501.5,3,1490,0.571,6.3,0.619,51.8,117.33,0.677,0.5195,60.62238181,FALSE
XCV2592,33.333,53.333,13.333,16.667,53.333,46.667,23.333,10,13.333,7549.5,-1,5500,0.829,8.16,0.845,54.88,39,-0.513,0.260166667,62.85714286,FALSE
XCV2612,26.667,43.333,13.333,6.667,43.333,56.667,36.667,26.667,10,96111.8,5,1490,0.646,9.48,0.674,106.24,32.67,-1.58,0.693633333,65.52119129,FALSE
XCV2627,33.333,60,43.333,23.333,73.333,26.667,10,10,0,159927.4,1.5,5500,0.631,6.71,0.692,61.53,78.33,0.55,0.281866667,68.23663254,FALSE
XCV2647,36.667,60,36.667,6.667,50,50,20,6.667,13.333,48716.3,-2.5,1490,0.968,5.42,0.77,38.66,78.33,-0.407,0.292666667,66.81318681,FALSE
XCV2650,53.333,73.333,26.667,3.333,53.333,46.667,20,20,0,37584.2,6,0,0.947,7,0.704,73.3,45.67,-0.093,0.289493333,64.64354528,FALSE
XCV2652,56.667,66.667,43.333,3.333,70,30,16.667,10,6.667,55482.6,1,5500,0.921,6.6,0.767,30.79,69,0.01,0.592128,66.16257089,FALSE
XCV2664,30,46.667,23.333,10,50,50,30,20,10,86045.1,2.5,6990,0.69,6.28,0.759,76.06,58.67,-0.87,0.522533333,65.26181354,FALSE
XCV2694,46.667,66.667,40,3.333,80,20,3.333,0,3.333,12277.4,-1,0,0.897,9.52,0.786,34.76,88.33,0.5,0.616283333,63.55932203,FALSE
XCV2698,36.667,53.333,46.667,3.333,63.333,36.667,26.667,16.667,10,53446.7,1.5,0,0.681,6.02,0.763,66.26,120.67,0.21,0.544033333,67.73547094,FALSE
XCV2700,53.333,66.667,53.333,0,66.667,33.333,16.667,10,6.667,50389.2,1,0,0.681,6.4,0.683,68.7,95,0.667,0.829666667,67.53623188,FALSE
XCV2742,50,60,36.667,3.333,60,40,6.667,3.333,3.333,42931.9,0,5500,0.731,5.38,0.762,36.69,85,0.14,0.677433333,67.16666667,FALSE
XCV2744,36.667,60,30,20,63.333,36.667,16.667,6.667,10,31882.9,-2,5500,0.809,5.54,0.816,43,75,0.207,0.291766667,67.10671067,FALSE
XCV2752,26.667,56.667,26.667,23.333,56.667,43.333,36.667,20,16.667,39447.4,-1,5500,0.936,8.82,0.715,36.51,62,-0.567,0.422656667,67.41154562,FALSE
XCV2754,23.333,50,20,10,46.667,53.333,36.667,20,16.667,58755.7,0,0,0.739,5.23,0.739,42.6,65,-0.977,0.485566667,63.03142329,FALSE
XCV2770,53.333,73.333,33.333,6.667,70,30,13.333,6.667,6.667,36442.3,-0.5,0,0.829,6.09,0.645,86.51,68.67,0.377,0.6202,68.82022472,FALSE
XCV2796,46.667,60,36.667,3.333,56.667,43.333,16.667,13.333,3.333,40074.2,3,1490,0.582,5.84,0.722,23.07,97.67,0.157,0.29694,66.22103387,FALSE
XCV2800,46.667,53.333,46.667,10,70,30,10,10,0,78003.6,2.5,5500,0.69,6.09,0.716,51.87,120.67,0.793,0.467436667,65.129683,FALSE
XCV2825,56.667,70,46.667,0,70,30,3.333,3.333,0,25408.8,1,0,0.978,6.43,0.643,53.84,104.33,0.683,0.25371,70.02688172,FALSE
XCV2826,13.333,36.667,23.333,10,63.333,36.667,23.333,10,13.333,11942.7,-1.5,0,0.888,4.79,0.759,35.52,71.33,-0.023,0.302133333,61.99376947,FALSE
XCV2833,43.333,50,30,10,53.333,46.667,23.333,16.667,6.667,75509.5,2.5,1490,0.675,5.52,0.785,10.33,71.67,-0.223,0.433833333,62.93144208,FALSE
XCV2856,46.667,60,40,6.667,66.667,33.333,16.667,13.333,3.333,28801.3,3,1490,0.7,9.68,0.706,73.89,97.67,0.457,0.134813333,68.28963795,FALSE
XCV2876,23.333,50,20,13.333,56.667,43.333,30,23.333,6.667,39058.5,5,11000,0.906,7.18,0.704,103.01,48.67,-0.65,0.482063333,67.56513926,FALSE
XCV2888,46.667,70,26.667,13.333,60,40,16.667,10,6.667,23830.8,0,11000,0.739,5.43,0.772,27.81,58.67,-0.297,0.44854,68.02413273,FALSE
XCV2892,16.667,33.333,20,13.333,46.667,53.333,40,23.333,16.667,21266.1,1,5500,0.5,5.82,0.801,87.07,55.33,-0.93,0.414933333,61.22807018,FALSE
