Protein Name,Tiny,Small,Aliphatic,Aromatic,Non-Polar,Polar,Charged,Basic,Acidic,Molecular Weight,Charge,A280 Molar Extinction Coefficients,Improbability of expression in inclusion bodies,Isoelectric Point,CAI,Instability Index,Aliphatic Index,GRAVY,N-30 Disorder,GPC Content,Effector
E2348C_0872,46.667,56.667,33.333,20,83.333,16.667,10,6.667,3.333,23701.8,1,5500,0.862,7.84,0.734,37.41,75,1.06,0.210763333,51.72413793,FALSE
E2348C_0886,26.667,33.333,36.667,3.333,46.667,53.333,30,13.333,16.667,151314.8,-1,1490,0.823,4.9,0.728,70.61,130,-0.017,0.570613333,53.85926467,FALSE
E2348C_0897,30,53.333,40,10,63.333,36.667,30,16.667,13.333,30990.7,0.5,1490,0.631,6.43,0.711,38.89,81.67,-0.097,0.494966667,48.36829837,FALSE
E2348C_0904,30,46.667,33.333,6.667,53.333,46.667,26.667,10,16.667,61158,-2,0,0.816,4.88,0.78,57.83,97.33,0.147,0.416566667,51.19474313,FALSE
E2348C_0953,26.667,43.333,36.667,10,60,40,30,26.667,3.333,44406,6.5,5500,0.979,7.62,0.759,45.84,100.67,0.043,0.337733333,51.80520571,FALSE
E2348C_0973,30,46.667,16.667,6.667,46.667,53.333,36.667,26.667,10,7720,5,0,0.84,10.28,0.646,36.7,58.33,-0.64,0.282266667,47.88732394,FALSE
E2348C_0990,23.333,40,36.667,6.667,53.333,46.667,26.667,20,6.667,5885.9,3.5,0,0.77,11.04,0.668,49.29,91.33,-0.223,0.319556667,41.83006536,FALSE
E2348C_1020,33.333,53.333,36.667,3.333,53.333,46.667,30,20,10,79118.1,3,1490,0.852,6.48,0.694,47.66,78.33,-0.477,0.5509,54.58868283,FALSE
E2348C_1035,36.667,46.667,33.333,10,66.667,33.333,20,16.667,3.333,22613.9,3.5,1490,0.666,9.2,0.749,70,91.33,0.147,0.420933333,59.41358025,FALSE
E2348C_1040,53.333,63.333,30,0,60,40,3.333,3.333,0,20330.9,1,0,0.907,5.34,0.575,66.29,81.33,0.35,0.568766667,42.6597582,TRUE
E2348C_1042,36.667,63.333,30,10,60,40,10,6.667,3.333,37225.9,1,1490,0.907,4.67,0.614,50.64,59,-0.32,0.615233333,44.20946626,TRUE
E2348C_1044,40,60,26.667,3.333,36.667,63.333,20,10,10,25951,-0.5,0,0.829,5.78,0.561,77.22,87.67,-0.183,0.613366667,44.20600858,TRUE
E2348C_1047,33.333,50,50,6.667,70,30,16.667,16.667,0,43610.4,5,11000,0.95,7.98,0.762,62.46,136.67,0.677,0.354866667,51.40664962,FALSE
E2348C_1072,30,53.333,30,10,53.333,46.667,33.333,23.333,10,46047,2.5,0,0.782,9.86,0.589,18.05,94.33,-0.373,0.400086667,48.6863711,FALSE
E2348C_1137,33.333,53.333,33.333,6.667,66.667,33.333,16.667,10,6.667,53638.9,0.5,0,0.892,9.22,0.662,37.59,97.67,0.23,0.311953333,50.07032349,FALSE
E2348C_1151,36.667,50,43.333,0,60,40,23.333,13.333,10,8948.9,1,0,0.782,4.67,0.719,66.63,117.33,0.203,0.414066667,47.96747967,FALSE
E2348C_1163,20,36.667,46.667,3.333,53.333,46.667,26.667,13.333,13.333,15226.1,0,0,0.83,5.31,0.732,57.17,120.67,-0.18,0.443566667,53.23741007,FALSE
E2348C_1169,43.333,56.667,40,10,63.333,36.667,6.667,6.667,0,24601.4,1.5,6990,0.921,7.87,0.742,18.75,114,0.62,0.555333333,52.78969957,FALSE
E2348C_1250,53.333,73.333,50,0,80,20,6.667,6.667,0,17930.5,2,0,0.962,8.68,0.627,52.56,117.33,0.997,0.55307,51.6064257,FALSE
E2348C_1253,20,40,33.333,3.333,56.667,43.333,20,16.667,3.333,12328.5,3.5,0,0.666,9.95,0.611,78.71,123.33,0.26,0.5859,43.11926606,FALSE
E2348C_1320,30,36.667,30,20,50,50,20,20,0,37803.2,5,0,0.91,6.6,0.632,92.93,94.33,0.223,0.409566667,53.56793744,FALSE
E2348C_1352,36.667,56.667,40,0,60,40,10,6.667,3.333,35667,1,0,0.921,6.07,0.681,29.53,107.67,0.153,0.4805,51.38888889,FALSE
E2348C_1384,13.333,43.333,13.333,20,50,50,36.667,30,6.667,43166.6,7,11460,0.965,9.83,0.654,45.96,35.67,-1.54,0.434756667,46.15384615,FALSE
E2348C_1419,23.333,36.667,30,0,36.667,63.333,33.333,26.667,6.667,13387.2,6,0,0.963,8.29,0.62,103.97,100.67,-0.787,0.4836,55.46448087,FALSE
E2348C_1422,43.333,56.667,30,3.333,46.667,53.333,23.333,13.333,10,69038,1,0,0.862,5.85,0.769,44.03,91,0.117,0.587733333,59.90712074,FALSE
E2348C_1442,30,53.333,20,10,36.667,63.333,16.667,13.333,3.333,47478.3,1.5,0,0.892,5.27,0.592,43.74,65,-0.883,0.680366667,43.00831444,TRUE
E2348C_1444,40,66.667,23.333,3.333,43.333,56.667,10,6.667,3.333,33682.7,1,5500,0.756,5.54,0.584,63.93,87.67,-0.223,0.5516,38.15789474,TRUE
E2348C_1445,46.667,70,16.667,10,53.333,46.667,6.667,3.333,3.333,21388,0,8480,0.804,4.94,0.558,50.31,48.67,-0.357,0.605633333,36.84210526,TRUE
E2348C_1462,30,46.667,66.667,6.667,80,20,10,3.333,6.667,39380.4,-1,1490,0.893,9.24,0.726,1.94,188.67,1.873,0.322796667,50.0952381,FALSE
E2348C_1499,26.667,40,33.333,10,60,40,20,20,0,8041.7,6,6990,0.963,11.91,0.659,16.45,94.33,-0.25,0.49187,56.30630631,FALSE
E2348C_1505,26.667,50,46.667,3.333,56.667,43.333,33.333,20,13.333,38204.4,2,1490,0.777,5.52,0.781,8.35,110.67,-0.033,0.34701,56.79012346,FALSE
E2348C_1549,30,50,23.333,13.333,50,50,30,20,10,51818.1,2.5,6990,0.69,9.09,0.695,44.24,65,-0.677,0.453633333,56.76855895,FALSE
E2348C_1551,13.333,33.333,26.667,10,43.333,56.667,40,30,10,146824.3,5.5,0,0.978,7.19,0.75,46.67,78,-0.977,0.5655,53.66614665,FALSE
E2348C_1577,40,53.333,46.667,6.667,56.667,43.333,30,16.667,13.333,72744.9,0,0,0.732,6.81,0.756,33.5,111,0.13,0.433053333,50.71355759,FALSE
E2348C_1591,23.333,50,46.667,6.667,66.667,33.333,13.333,6.667,6.667,77266.6,0,0,0.631,5.25,0.715,50.75,136.33,1.047,0.458633333,51.02234903,FALSE
E2348C_1614,23.333,40,23.333,6.667,33.333,66.667,40,30,10,5095.8,5,0,0.762,11.04,0.699,41.22,78,-1.163,0.384343333,44.92753623,FALSE
E2348C_1638,26.667,50,26.667,13.333,56.667,43.333,20,16.667,3.333,49297.9,3.5,6990,0.542,8.19,0.634,11.08,68.33,-0.447,0.396633333,47.84580499,FALSE
E2348C_1654,43.333,50,40,3.333,60,40,10,10,0,42684,3,0,0.7,9.47,0.694,63.43,127,0.713,0.342436667,49.74747475,FALSE
E2348C_1670,50,60,50,0,73.333,26.667,10,6.667,3.333,10616.8,1,0,0.782,5.03,0.666,45.19,124,1.047,0.712766667,55.55555556,FALSE
E2348C_1702,23.333,43.333,26.667,6.667,53.333,46.667,33.333,16.667,16.667,68515,0,5500,0.619,5.28,0.775,26.27,91,-0.4,0.339466667,51.82119205,FALSE
E2348C_1708,20,40,30,6.667,46.667,53.333,30,16.667,13.333,36364.4,0,0,0.732,5.23,0.739,59.11,117,-0.41,0.27373,53.49301397,FALSE
E2348C_1719,23.333,46.667,46.667,3.333,66.667,33.333,13.333,6.667,6.667,24461,0,5500,0.731,8.46,0.713,45.81,152.67,0.75,0.193773333,52.72988506,FALSE
E2348C_1722,36.667,50,30,13.333,56.667,43.333,23.333,16.667,6.667,22858.3,2.5,1490,0.69,5.85,0.703,49.15,91,0.233,0.21897,50.330033,FALSE
E2348C_1744,37.931,55.172,55.172,6.897,68.966,31.034,10.345,6.897,3.448,2997.6,0.5,0,0.614,6.5,0.628,10.17,171.38,1.634,0.18295,50,FALSE
E2348C_1750,30,36.667,53.333,6.667,73.333,26.667,10,6.667,3.333,49447,1,1490,0.564,9.63,0.726,25.45,146.67,1.047,0.22258,53.05676856,FALSE
E2348C_1766,33.333,50,26.667,10,50,50,16.667,10,6.667,46716.6,0.5,5500,0.942,6.42,0.741,91.77,55.67,-0.843,0.561766667,53.06603774,FALSE
E2348C_1769,33.333,50,26.667,16.667,56.667,43.333,20,10,10,13314.1,-1,5500,0.816,4.85,0.718,64.59,65.33,-0.217,0.449566667,52.57452575,FALSE
E2348C_1772,20,43.333,33.333,6.667,60,40,10,0,10,113324.3,-3,0,0.883,7.08,0.72,50.25,110.33,0.173,0.4182,53.15668956,FALSE
E2348C_1778,33.333,60,46.667,0,63.333,36.667,20,13.333,6.667,27448.6,2,0,0.553,5.19,0.749,2.26,136.33,0.903,0.495966667,50.06587615,FALSE
E2348C_1807,33.333,56.667,23.333,6.667,43.333,56.667,26.667,13.333,13.333,34945.7,-0.5,5500,0.829,5.53,0.774,20.95,71.67,-0.693,0.398766667,55.52083333,FALSE
E2348C_1811,33.333,46.667,26.667,3.333,36.667,63.333,36.667,26.667,10,39270.8,5,0,0.906,7.71,0.695,79.71,71.67,-0.7,0.593533333,53.19961796,FALSE
E2348C_1814,30,56.667,33.333,3.333,56.667,43.333,10,6.667,3.333,39166.1,1,1490,0.96,6.01,0.771,78.78,94.33,0.103,0.394533333,53.75118708,FALSE
E2348C_1815,33.333,53.333,30,10,50,50,23.333,16.667,6.667,28892.9,2,5500,0.681,8.31,0.746,20.65,52.33,-0.837,0.598533333,59.05118602,FALSE
E2348C_1851,36.667,60,46.667,6.667,73.333,26.667,13.333,6.667,6.667,27598.2,0,0,0.619,4.99,0.7,21.72,114,1.047,0.529933333,48.8801054,FALSE
E2348C_1906,26.667,43.333,36.667,6.667,60,40,26.667,20,6.667,35532.4,4,0,0.846,6.61,0.778,33.3,113.67,0.26,0.194356667,50.10040161,FALSE
E2348C_2017,40,66.667,46.667,3.333,70,30,16.667,10,6.667,53482,0.5,0,0.942,6.51,0.701,43.42,120.33,0.607,0.493066667,49.68421053,FALSE
E2348C_2018,30,46.667,26.667,13.333,56.667,43.333,26.667,6.667,20,29134.2,-4,6990,0.971,5.38,0.691,44.01,75,-0.24,0.334366667,51.93508115,FALSE
E2348C_2057,36.667,63.333,43.333,3.333,63.333,36.667,20,6.667,13.333,39191.5,-2,0,0.816,4.29,0.664,19.86,107.67,0.277,0.5571,54.87588652,FALSE
E2348C_2123,33.333,53.333,36.667,13.333,66.667,33.333,13.333,10,3.333,34356.1,1.5,1490,0.921,9.03,0.658,64.72,107.33,0.593,0.564033333,49.62486602,FALSE
E2348C_2183,26.667,50,40,3.333,73.333,26.667,16.667,13.333,3.333,32843.2,2.5,0,0.69,5.72,0.697,43.72,110.67,0.563,0.2838,50.78299776,FALSE
E2348C_2187,30,46.667,43.333,3.333,63.333,36.667,20,13.333,6.667,47345.5,1.5,0,0.921,6.62,0.749,39.75,149.67,0.53,0.274933333,53.86416862,FALSE
E2348C_2192,30,43.333,33.333,13.333,70,30,16.667,6.667,10,44917.9,-1,9970,0.498,8.81,0.769,7.96,104,0.29,0.265893333,55.71895425,FALSE
E2348C_2218,33.333,56.667,36.667,3.333,70,30,6.667,6.667,0,112021.4,2,0,0.868,5.19,0.75,54.77,113.67,0.823,0.284236667,56.2600064,FALSE
E2348C_2313,40,46.667,50,3.333,66.667,33.333,20,16.667,3.333,57663.2,4,1490,0.976,8.91,0.776,25.6,117.67,0.383,0.482233333,54.78723404,FALSE
E2348C_2331,20,43.333,33.333,16.667,53.333,46.667,26.667,20,6.667,66471.1,3,1490,0.777,7.64,0.74,63.88,91,-0.193,0.209863333,53.66269165,FALSE
E2348C_2385,36.667,43.333,36.667,6.667,73.333,26.667,16.667,13.333,3.333,45379.2,2.5,0,0.571,5.82,0.695,39.18,120.33,0.717,0.4185,55.79365079,FALSE
E2348C_2401,23.333,33.333,40,20,76.667,23.333,10,10,0,62557.6,3,9970,0.77,8.97,0.688,46.65,133.33,0.9,0.313133333,50.87719298,FALSE
E2348C_2406,20,43.333,30,6.667,53.333,46.667,33.333,23.333,10,35454.6,4,6990,0.953,4.86,0.729,46.93,87.67,-0.62,0.340333333,58.98234683,FALSE
E2348C_2424,10,36.667,20,13.333,43.333,56.667,40,23.333,16.667,49308.4,1.5,12490,0.56,6.44,0.792,46.94,74.67,-1.233,0.325533333,56.20328849,FALSE
E2348C_2458,20,40,16.667,16.667,53.333,46.667,20,10,10,30412.5,0,11460,0.822,8.69,0.705,86.5,52,-1.193,0.4534,55.47355474,FALSE
E2348C_2474,40,46.667,40,10,60,40,16.667,10,6.667,17353.5,0.5,0,0.631,4.06,0.676,54.91,127,0.89,0.458966667,49.16666667,FALSE
E2348C_2591,26.667,33.333,36.667,20,73.333,26.667,6.667,6.667,0,46147.8,2,13980,0.571,8.25,0.74,60.55,126.67,1.1,0.195926667,48.28957836,FALSE
E2348C_2608,23.333,40,33.333,13.333,66.667,33.333,20,13.333,6.667,32537.5,2,12490,0.571,5.73,0.786,15.7,104,0.177,0.199533333,56.96347032,FALSE
E2348C_2611,30,50,23.333,13.333,50,50,30,20,10,51848.1,2.5,6990,0.69,9.09,0.694,44.24,65,-0.677,0.4534,56.69577875,FALSE
E2348C_2627,26.667,50,46.667,3.333,63.333,36.667,23.333,13.333,10,22815.9,1,0,0.681,4.77,0.775,32.57,123.67,0.517,0.3829,56.81818182,FALSE
E2348C_2680,30,60,20,16.667,60,40,23.333,6.667,16.667,21327.5,-3,4470,0.936,4.23,0.717,40.22,48.67,-0.277,0.318966667,50.84175084,FALSE
E2348C_2701,20,40,26.667,13.333,40,60,26.667,16.667,10,21721.7,1.5,2980,0.564,4.86,0.754,42.85,100.67,-0.44,0.251346667,48.4375,FALSE
E2348C_2798,26.667,56.667,33.333,6.667,60,40,20,16.667,3.333,40683.6,3.5,1490,0.7,5.87,0.769,64,91,-0.3,0.4976,52.99374441,FALSE
E2348C_2802,33.333,43.333,50,10,80,20,16.667,13.333,3.333,85105.2,3,11000,0.915,9.48,0.696,46.32,127.33,0.95,0.25536,56.67963684,FALSE
E2348C_2823,30,46.667,33.333,6.667,53.333,46.667,16.667,13.333,3.333,34500.4,2.5,0,0.962,10.53,0.732,83.62,113.67,0.153,0.399028333,55.25525526,FALSE
E2348C_2824,30,73.333,43.333,6.667,66.667,33.333,16.667,10,6.667,55036.4,1,1490,0.862,5.6,0.727,43.63,97.33,0.347,0.205333333,55.88624339,FALSE
E2348C_2856,30,46.667,33.333,6.667,50,50,26.667,10,16.667,14268.1,-2,5500,0.816,5.09,0.811,15.62,101,-0.207,0.362833333,47.91666667,FALSE
E2348C_2888,20,46.667,40,6.667,66.667,33.333,16.667,13.333,3.333,18563.1,3,1490,0.542,4.67,0.695,27.43,133,0.607,0.341033333,57.22543353,FALSE
E2348C_2896,30,46.667,33.333,13.333,70,30,16.667,10,6.667,28448.3,1,6990,0.862,5.42,0.68,4.59,104,0.533,0.287066667,53.38541667,FALSE
E2348C_2897,33.333,50,30,6.667,63.333,36.667,16.667,13.333,3.333,20605.4,3,6990,0.7,4.61,0.699,57.82,91,-0.04,0.408373333,48.63387978,FALSE
E2348C_2915,36.667,46.667,40,10,63.333,36.667,23.333,20,3.333,140781.5,4.5,2980,0.91,5.51,0.677,44.78,101,0.27,0.5054,43.03215926,FALSE
E2348C_3037,30,40,30,23.333,60,40,16.667,13.333,3.333,46830.6,2.5,9970,0.69,9.05,0.746,59.73,94.33,0.117,0.27161,49.21752739,FALSE
E2348C_3043,36.667,53.333,40,0,50,50,30,23.333,6.667,37590.8,5,0,0.975,6.46,0.642,7.35,107.33,-0.067,0.292203333,47.12301587,FALSE
E2348C_3052,36.667,53.333,23.333,10,43.333,56.667,20,13.333,6.667,48064.2,2,1490,0.571,8.74,0.687,64.93,65,-0.447,0.4834,50.9984639,FALSE
E2348C_3063,43.333,50,16.667,10,40,60,23.333,13.333,10,46920.3,1,12490,0.681,9.21,0.793,37.52,45.67,-0.677,0.53435,52.17054264,FALSE
E2348C_3064,36.667,53.333,23.333,13.333,60,40,16.667,13.333,3.333,48722.9,2.5,0,0.925,5.5,0.799,17.06,74.67,0.303,0.426693333,54.3128655,FALSE
E2348C_3083,26.667,60,13.333,16.667,50,50,30,13.333,16.667,44907.3,-1,6990,0.732,6.46,0.636,22.8,38.67,-0.557,0.21044,37.5,FALSE
E2348C_3115,40,60,43.333,6.667,73.333,26.667,20,13.333,6.667,41016.6,1.5,0,0.862,5.57,0.686,1.94,117,0.78,0.327633333,53.21489002,FALSE
E2348C_3126,36.667,53.333,40,0,60,40,20,13.333,6.667,33056,2,0,0.69,5.53,0.744,22.57,110.67,0.22,0.374866667,49.30332262,FALSE
E2348C_3135,26.667,50,33.333,13.333,56.667,43.333,26.667,10,16.667,49108.2,-3,0,0.966,6.38,0.684,41.82,97.67,0.01,0.31664,48.96502498,FALSE
E2348C_3188,40,60,40,0,60,40,10,6.667,3.333,26900.3,1,0,0.921,5.55,0.734,23.97,117,0.73,0.402726667,51.91040843,FALSE
E2348C_3200,20,40,40,3.333,60,40,23.333,13.333,10,35612.9,1,0,0.782,5.05,0.764,37.65,123.67,0.373,0.334433333,52.26077813,FALSE
E2348C_3222,20,40,23.333,10,46.667,53.333,33.333,20,13.333,25563.4,2,1490,0.553,9.06,0.598,44.77,81.33,-0.59,0.4006,49.62962963,FALSE
E2348C_3230,23.333,53.333,23.333,10,46.667,53.333,23.333,16.667,6.667,62187.8,3,4470,0.929,6.33,0.579,48.53,68.33,-0.893,0.5089,31.45454545,TRUE
E2348C_3231,40,53.333,33.333,6.667,46.667,53.333,10,10,0,37626.5,3,0,0.797,5.52,0.594,50.4,104,0.287,0.512366667,34.74747475,TRUE
E2348C_3232,20,56.667,30,10,53.333,46.667,16.667,13.333,3.333,26056.8,2.5,2980,0.868,5.76,0.59,34.11,94,-0.27,0.369793333,33.92592593,TRUE
E2348C_3259,20,43.333,36.667,6.667,56.667,43.333,33.333,13.333,20,53778.5,-2.5,1490,0.968,4.96,0.733,55.39,113.67,-0.047,0.394033333,56.86666667,FALSE
E2348C_3354,30,50,26.667,3.333,46.667,53.333,16.667,10,6.667,32731.5,1,0,0.862,6.01,0.706,83.11,68.33,-0.197,0.452583333,53.28947368,FALSE
E2348C_3360,20,40,23.333,10,43.333,56.667,26.667,13.333,13.333,70207.2,-0.5,2980,0.621,4.7,0.821,39.95,74.67,-1.013,0.406316667,53.09446254,FALSE
E2348C_3365,36.667,60,20,10,40,60,13.333,3.333,10,55186.9,-2.5,2980,0.883,8.67,0.76,60.34,65,-0.507,0.430683333,55.0295858,FALSE
E2348C_3421,23.333,40,36.667,13.333,53.333,46.667,33.333,20,13.333,40345.2,1,5500,0.741,6.04,0.74,63.32,107.33,-0.193,0.255263333,58.11287478,FALSE
E2348C_3449,33.333,50,36.667,3.333,46.667,53.333,26.667,13.333,13.333,97278.8,0,0,0.83,5.8,0.784,7.71,94.33,-0.16,0.3799,53.34829779,FALSE
E2348C_3481,23.333,26.667,36.667,0,50,50,10,10,0,54007.8,3,0,0.852,4.62,0.7,81.3,123.67,-0.12,0.454733333,52.37099024,FALSE
E2348C_3495,30,60,40,0,63.333,36.667,13.333,3.333,10,24101.7,-2,0,0.51,4.89,0.742,63.92,120.33,0.327,0.5999,57.97101449,FALSE
E2348C_3507,43.333,53.333,50,0,73.333,26.667,10,6.667,3.333,32337.3,1,0,0.921,5.61,0.786,19.21,140,0.873,0.308056667,51.86368477,FALSE
E2348C_3569,36.667,60,30,0,53.333,46.667,16.667,10,6.667,14126.5,1,0,0.921,9.44,0.8,57.04,65.33,-0.257,0.410933333,50.12722646,FALSE
E2348C_3579,16.667,40,26.667,6.667,50,50,43.333,30,13.333,10430.2,4.5,0,0.762,10.52,0.683,32.62,87.67,-0.72,0.540666667,49.10394265,FALSE
E2348C_3613,50,63.333,46.667,10,73.333,26.667,13.333,10,3.333,20431.3,1.5,0,0.782,8.8,0.768,31.12,82,0.79,0.601733333,51.48342059,FALSE
E2348C_3669,13.333,43.333,33.333,6.667,46.667,53.333,36.667,13.333,23.333,12054.4,-3.5,0,0.824,4.49,0.812,32.01,91,-0.577,0.26522,54.43425076,FALSE
E2348C_3678,26.667,53.333,33.333,13.333,56.667,43.333,30,16.667,13.333,84348.8,0,0,0.621,5.93,0.754,46.41,94.33,0.093,0.3793,53.13214449,FALSE
E2348C_3683,16.667,50,26.667,3.333,46.667,53.333,36.667,26.667,10,36422,5,0,0.975,6.41,0.718,71.35,77.67,-0.663,0.303476667,54.7188755,FALSE
E2348C_3687,43.333,63.333,43.333,6.667,70,30,10,10,0,61604.8,3,0,0.542,5.55,0.751,61.25,110.67,0.98,0.655166667,53.69088812,FALSE
E2348C_3703,26.667,36.667,23.333,16.667,60,40,23.333,16.667,6.667,24439.2,2,1490,0.782,9.37,0.748,31.23,65,-0.247,0.144566667,55.754858,FALSE
E2348C_3740,36.667,53.333,36.667,3.333,60,40,6.667,6.667,0,20947.9,2,0,0.962,6.82,0.703,42.15,114,0.513,0.618633333,45.85537919,FALSE
E2348C_3743,43.333,53.333,40,10,60,40,10,6.667,3.333,72417.9,1,0,0.782,5.07,0.736,64.43,104.33,0.703,0.6029,50.27735754,FALSE
E2348C_3754,13.333,26.667,26.667,16.667,53.333,46.667,23.333,13.333,10,20599.3,0.5,5500,0.5,9.73,0.673,17.5,104,0.12,0.257266667,33.90151515,FALSE
E2348C_3769,36.667,50,40,3.333,70,30,13.333,6.667,6.667,55497.3,0,1490,0.5,5.73,0.732,17.87,104.33,0.353,0.5225,53.90781563,FALSE
E2348C_3788,26.667,40,26.667,13.333,50,50,26.667,20,6.667,37736.6,3,1490,0.553,9.12,0.745,73,71.67,-0.51,0.241433333,55.7199211,FALSE
E2348C_3793,23.333,30,36.667,20,70,30,10,10,0,63860.4,3,4470,0.77,8.83,0.749,5.91,120.33,0.78,0.290393333,49.88179669,FALSE
E2348C_3798,46.667,63.333,40,10,63.333,36.667,16.667,10,6.667,18055.3,1,0,0.862,4.6,0.71,6.64,97.67,0.777,0.44172,42.28571429,FALSE
